INFO	Title	Germ Cell Tumors (GCT) Data Dictionary									
INFO	Name	gct_v2.0									
INFO	Release Notes										
INFO	Parent Data Model	pcdc_v2.0									
INFO	License	Creative Commons Attribution-NonCommercial 4.0 International License (https://creativecommons.org/licenses/by-nc/4.0/)									
INFO	D4CG Data Modeling Wiki	https://docs.pedscommons.org/									
INFO	Disease Consortium Information	https://commons.cri.uchicago.edu/pcdc/									
INFO	Description	The GCT data dictionary is a consensus data schema built by an international group of pediatric germ cell tumor experts and maintained by Data for the Common Good (D4CG) at the University of Chicago in collaboration with the Malignant Germ Cell International Consortium (MaGIC). It is based on the collective requirements of its contributors.									
INFO	Total Variables										
											
RowType	VariableName	DataType	Tier	VariableDescription	VariableCode	PermissibleValue	ValueDescription	ValueCode	ImplementationNotes	Mappings	Modeling Notes (ignored in processing)
VD	GRADE	Enum		A numeric value corresponding to the degree of severity of an adverse event.	ncit:C166200	_undefined_	_undefined_	_undefined_		[gct_v1.2].[Adverse Events].[AE_GRADE] skos:exactMatch [gct_v2.0].[Adverse Events].[GRADE]	
PD						Grade 1	An experience that is usually transient, and requires no special treatment or intervention. The event does not generally interfere with usual daily activities. Includes transient laboratory test alterations.	ncit:C41338			
PD						Grade 2	An experience that is alleviated with simple therapeutic treatments. The event impacts usual daily activities. Includes laboratory test alterations indicating injury, but without long-term risk.	ncit:C41339			
PD						Grade 3	An adverse event experience that requires intensive therapeutic intervention and interrupts usual daily activities.	ncit:C41340			
PD						Grade 4	An adverse event that has life-threatening consequences; for which urgent intervention is indicated; that puts the patient at risk of death at the time of the event if immediate intervention is not undertaken.	ncit:C84266			
PD						Grade 5	The termination of life associated with an adverse event.	ncit:C48275			
PD						Unknown	Not known, not observed, not recorded, or refused.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
VD	ATTRIBUTION	Enum		A specific identifiable level (defined qualitatively or quantitatively) of probability of adverse event being caused or associated with the product or procedure administration to a patient.	ncit:C41358	_undefined_	_undefined_	_undefined_		[gct_v1.2].[Adverse Events].[AE_ATTRIBUTION] skos:exactMatch [gct_v2.0].[Adverse Events].[ATTRIBUTION]	
PD						Definite	A characteristic used to qualify the adverse event as certainly related to the medical intervention. According to WHO causality assessment criteria of suspected adverse reactions it is applicable to a clinical event, including laboratory test abnormality, occurring in a plausible time relationship to medical intervention, and which cannot be explained by concurrent disease or other interventions. The response to withdrawal of the medical product (dechallenge) should be clinically plausible. The event must be definitive pharmacologically or phenomenologically, using a satisfactory rechallenge procedure if necessary.	ncit:C53260			
PD						Probable	Probable adverse event relationship to study product or procedure is defined when there is a clear-cut temporal association between product or procedure administration and adverse event, and a potential alternative etiology of the event is not apparent.	ncit:C41357			
PD						Possible	A characteristic indicating that an adverse event may be related to the medical intervention. According to WHO causality assessment criteria of suspected adverse reactions it is applicable to a clinical event, including laboratory test abnormality, with a reasonable time sequence to administration of the drug, but which could also be explained by concurrent disease or other drugs or chemicals. Information on drug withdrawal may be lacking or unclear.	ncit:C53258			
PD						Unlikely	A characteristic used to qualify the adverse event as unlikely related to the medical intervention. According to WHO causality assessment criteria of suspected adverse reactions it is applicable to a clinical event, including laboratory test abnormality, with a temporal relationship to the medical intervention which makes a causal relationship improbable, and in which other interventions or underlying disease provide plausible explanations.	ncit:C53257			
PD						Unrelated	A characteristic used to qualify the adverse event as clearly not related to the medical intervention.	ncit:C53256			
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
VD	OUTCOME	Enum		A condition or event that is attributed to the adverse event and is the result or conclusion of the adverse event.	ncit:C49489	_undefined_	_undefined_	_undefined_		[gct_v1.2].[Adverse Events].[AE_OUTCOME] skos:exactMatch [gct_v2.0].[Adverse Events].[OUTCOME]	
PD						Death, Contributory	Any adverse event contributing to the cause of death.	ncit:C168948			
PD						Death, Noncontributory	The adverse event did not directly contribute to the death of the subject.	ncit:C173315			
PD						Not Yet Recovered	One of the possible results of an adverse event outcome that indicates that the event has not improved or recuperated.	ncit:C49494			
PD						Recovered with Sequelae	One of the possible results of an adverse event outcome where the subject recuperated but retained pathological conditions resulting from the prior disease or injury.	ncit:C49495			
PD						Recovered	One of the possible results of an adverse event outcome that indicates that the event has improved or recuperated.	ncit:C49498			
PD						Unknown	Not known, not observed, not recorded, or refused.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
											
											
DD	Events										
TD	Secondary Malignant Neoplasm										
TG	One row per subject per secondary malignancy										
VD	AGE_AT_SMN	Integer		Age of subject (in days) at the diagnosis of the secondary malignant neoplasm.	ncit:168860	_undefined_	_undefined_	_undefined_			
VD	DISEASE_PHASE	Enum		The stage or period of an individual's disease.	ncit:168878	_undefined_	_undefined_	_undefined_			
PD						Initial Diagnosis	The first diagnosis of the individual's condition.	ncit:156813	Note: Disease phase could be "Initial Diagnosis" phase, "Relapse" phase, etc...		
PD						Relapse	The return of a disease after a period of remission.	ncit:38155			
VD	DISEASE_PHASE_NUMBER	Integer		The number of the disease phase.	ncit:173258	_undefined_	_undefined_	_undefined_			
VD	SMN_MORPH_ICDO	String		ICD-O morphology code of the secondary malignant neoplasm.	ncit:168862	_undefined_	_undefined_	_undefined_			
VD	SMN_TOP_ICDO	String		ICD-O topography code of the secondary malignant neoplasm.	ncit:168863	_undefined_	_undefined_	_undefined_			
											
											
DD	Events										
TD	Patient Reported Outcomes Metadata										
TG	One observation per trial										
VD	STUDY_ID	Enum				_undefined_	_undefined_	_undefined_			
PD						TBD					
VD	PRO_MEASURES	Enum		Survey measures that are completed by the patient which help assess patient status with regards to pain, mobility, quality of life, ability to perform daily tasks or notable events in a clinical study.	ncit:C177377	_undefined_	_undefined_	_undefined_			
PD						Fact Ntx	A questionnaire tool to assess the neurotoxic effects of cancer therapy.	ncit:C177378			
PD						PedsQL Multi-Dimensional Fatigue Scale	An 18 item component of the Pediatric Quality of Life Inventory is a generic symptom-specific instrument to measure fatigue in pediatric patients ages 2-18 comprised of General Fatigue, Sleep/Rest Fatigue, and Cognitive Fatigue domains.	ncit:C131369			
PD						PedsQL 4.0 Generic Core Scale	Child self-report and parent proxy report scales developed to measure health-related quality of life issues in children and adolescents aged 2-18.	ncit:C177379			
PD						AYA-HEARS	A questionnaire designed to measure hearing loss or problems experienced by patients who have received treatment for cancer.	ncit:C131878			
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
