INFO	Title	PCDC Data Model										
INFO	Name	pcdc_v1.8										
INFO	Release Notes	https://github.com/chicagopcdc/d4cg-modeling/tree/main/pcdc/pcdc-model/pcdc_v1.8										
INFO	Used By	all_v1.1, all_v1.0, aml_v1.7, aml_v1.6, aml_v1.5, aml_v1.4, aml_v1.3, aml_v1.2, aml_v1.1, aml_v1.0, ews_v1.2, ews_v1.1, ews_v1.0, gct_v1.2, gct_v1.1, gct_v1.0, hl_v1.0, nbl_v1.1, nbl_v1.0, nrsts_v1.0, os_v1.2, os_v1.1, os_v1.0, rms_v1.0										
INFO	License	Creative Commons Attribution-NonCommercial 4.0 International License (https://creativecommons.org/licenses/by-nc/4.0/)										
INFO	D4CG Data Modeling Wiki	https://docs.pedscommons.org/										
INFO	Description	Each disease group in the PCDC network uses a disease-specific data dictionary as the target schema for their data harmonization efforts. The PCDC data model is the full collection these consensus data elements.										
INFO	Total Variables	521										
												
RowType	VariableName	DataType	Tier	VariableSource	VariableDescription	VariableCode	PermissibleValue	ValueSource	ValueDescription	ValueCode	ImplementationNotes	Mappings
PD							8340	nbl_v1.1|nbl_v1.0				
PD							8441	nbl_v1.1|nbl_v1.0				
PD							8605	nbl_v1.1|nbl_v1.0				
PD							8607	nbl_v1.1|nbl_v1.0				
PD							8661	nbl_v1.1|nbl_v1.0				
PD							8671	nbl_v1.1|nbl_v1.0				
PD							8741	nbl_v1.1|nbl_v1.0				
PD							8742	nbl_v1.1|nbl_v1.0				
PD							8743	nbl_v1.1|nbl_v1.0				
PD							8863	nbl_v1.1|nbl_v1.0				
PD							8970	nbl_v1.1|nbl_v1.0				
PD							9000	nbl_v1.1|nbl_v1.0				
PD							9047	nbl_v1.1|nbl_v1.0				
PD							9072	nbl_v1.1|nbl_v1.0				
PD							9075	nbl_v1.1|nbl_v1.0				
PD							9082	nbl_v1.1|nbl_v1.0				
PD							9140	nbl_v1.1|nbl_v1.0				
PD							9243	nbl_v1.1|nbl_v1.0				
PD							9244	nbl_v1.1|nbl_v1.0				
PD							9248	nbl_v1.1|nbl_v1.0				
PD							9262	nbl_v1.1|nbl_v1.0				
PD							9272	nbl_v1.1|nbl_v1.0				
PD							9275	nbl_v1.1|nbl_v1.0				
PD							9280	nbl_v1.1|nbl_v1.0				
PD							9284	nbl_v1.1|nbl_v1.0				
PD							9285	nbl_v1.1|nbl_v1.0				
PD							9340	nbl_v1.1|nbl_v1.0				
PD							9341	nbl_v1.1|nbl_v1.0				
PD							9342	nbl_v1.1|nbl_v1.0				
PD							9343	nbl_v1.1|nbl_v1.0				
PD							9346	nbl_v1.1|nbl_v1.0				
PD							9347	nbl_v1.1|nbl_v1.0				
PD							9360	nbl_v1.1|nbl_v1.0				
PD							9361	nbl_v1.1|nbl_v1.0				
PD							9372	nbl_v1.1|nbl_v1.0				
PD							9375	nbl_v1.1|nbl_v1.0				
PD							9376	nbl_v1.1|nbl_v1.0				
PD							9382	nbl_v1.1|nbl_v1.0				
PD							9464	nbl_v1.1|nbl_v1.0				
PD							9466	nbl_v1.1|nbl_v1.0				
PD							9470	nbl_v1.1|nbl_v1.0				
PD							9571	nbl_v1.1|nbl_v1.0				
PD							9572	nbl_v1.1|nbl_v1.0				
PD							9579	nbl_v1.1|nbl_v1.0				
PD							9581	nbl_v1.1|nbl_v1.0				
PD							9640	nbl_v1.1|nbl_v1.0				
PD							9670	nbl_v1.1|nbl_v1.0				
PD							9675	nbl_v1.1|nbl_v1.0				
PD							9900	nbl_v1.1|nbl_v1.0				
PD							9907	nbl_v1.1|nbl_v1.0				
PD							A0935A	nbl_v1.1|nbl_v1.0				
PD							A09713	nbl_v1.1|nbl_v1.0				
PD							A3961	nbl_v1.1|nbl_v1.0				
PD							A3973	nbl_v1.1|nbl_v1.0				
PD							AADM01P1	nbl_v1.1|nbl_v1.0				
PD							AAML00P2	nbl_v1.1|nbl_v1.0				
PD							AAML05P1	nbl_v1.1|nbl_v1.0				
PD							AAML07P1	nbl_v1.1|nbl_v1.0				
PD							AB9804	nbl_v1.1|nbl_v1.0				
PD							ABTR01B1	nbl_v1.1|nbl_v1.0				
PD							ABTR04B1	nbl_v1.1|nbl_v1.0				
PD							ACCL0331	nbl_v1.1|nbl_v1.0				
PD							ACCL0423	nbl_v1.1|nbl_v1.0				
PD							ACCL0431	nbl_v1.1|nbl_v1.0				
PD							ACCL05C1	nbl_v1.1|nbl_v1.0				
PD							ACCL0934	nbl_v1.1|nbl_v1.0				
PD							ACCL0935	nbl_v1.1|nbl_v1.0				
PD							ACCL1031	nbl_v1.1|nbl_v1.0				
PD							ACCL1032	nbl_v1.1|nbl_v1.0				
PD							ACCL1034	nbl_v1.1|nbl_v1.0				
PD							ACCL15N1CD	nbl_v1.1|nbl_v1.0				
PD							ACCL1633	nbl_v1.1|nbl_v1.0				
PD							ACCL21C2	nbl_v1.1|nbl_v1.0				
PD							ACNS02B3	nbl_v1.1|nbl_v1.0				
PD							ADVL0016	nbl_v1.1|nbl_v1.0				
PD							ADVL0017	nbl_v1.1|nbl_v1.0				
PD							ADVL0018	nbl_v1.1|nbl_v1.0				
PD							ADVL0122	nbl_v1.1|nbl_v1.0				
PD							ADVL0211	nbl_v1.1|nbl_v1.0				
PD							ADVL0212	nbl_v1.1|nbl_v1.0				
PD							ADVL0214	nbl_v1.1|nbl_v1.0				
PD							ADVL0215	nbl_v1.1|nbl_v1.0				
PD							ADVL0314	nbl_v1.1|nbl_v1.0				
PD							ADVL0316	nbl_v1.1|nbl_v1.0				
PD							ADVL0413	nbl_v1.1|nbl_v1.0				
PD							ADVL0414	nbl_v1.1|nbl_v1.0				
PD							ADVL0416	nbl_v1.1|nbl_v1.0				
PD							ADVL0421	nbl_v1.1|nbl_v1.0				
PD							ADVL0516	nbl_v1.1|nbl_v1.0				
PD							ADVL0517	nbl_v1.1|nbl_v1.0				
PD							ADVL0524	nbl_v1.1|nbl_v1.0				
PD							ADVL0525	nbl_v1.1|nbl_v1.0				
PD							ADVL0612	nbl_v1.1|nbl_v1.0				
PD							ADVL06B1	nbl_v1.1|nbl_v1.0				
PD							ADVL0714	nbl_v1.1|nbl_v1.0				
PD							ADVL0812	nbl_v1.1|nbl_v1.0				
PD							ADVL0813	nbl_v1.1|nbl_v1.0				
PD							ADVL0816	nbl_v1.1|nbl_v1.0				
PD							ADVL0821	nbl_v1.1|nbl_v1.0				
PD							ADVL0911	nbl_v1.1|nbl_v1.0				
PD							ADVL0912	nbl_v1.1|nbl_v1.0				
PD							ADVL0916	nbl_v1.1|nbl_v1.0				
PD							ADVL0918	nbl_v1.1|nbl_v1.0				
PD							ADVL0921	nbl_v1.1|nbl_v1.0				
PD							ADVL1011	nbl_v1.1|nbl_v1.0				
PD							ADVL1013	nbl_v1.1|nbl_v1.0				
PD							ADVL1014	nbl_v1.1|nbl_v1.0				
PD							ADVL1111	nbl_v1.1|nbl_v1.0				
PD							ADVL1112	nbl_v1.1|nbl_v1.0				
PD							ADVL1115	nbl_v1.1|nbl_v1.0				
PD							ADVL1211	nbl_v1.1|nbl_v1.0				
PD							ADVL1212	nbl_v1.1|nbl_v1.0				
PD							ADVL1213	nbl_v1.1|nbl_v1.0				
PD							ADVL1312	nbl_v1.1|nbl_v1.0				
PD							ADVL1314	nbl_v1.1|nbl_v1.0				
PD							ADVL1315	nbl_v1.1|nbl_v1.0				
PD							ADVL1411	nbl_v1.1|nbl_v1.0				
PD							ADVL1412	nbl_v1.1|nbl_v1.0				
PD							ADVL1414	nbl_v1.1|nbl_v1.0				
PD							ADVL1416	nbl_v1.1|nbl_v1.0				
PD							ADVL1513	nbl_v1.1|nbl_v1.0				
PD							ADVL1522	nbl_v1.1|nbl_v1.0				
PD							ADVL1615	nbl_v1.1|nbl_v1.0				
PD							ADVL1622	nbl_v1.1|nbl_v1.0				
PD							AEPI07N1	nbl_v1.1|nbl_v1.0				
PD							AEWS07B1	nbl_v1.1|nbl_v1.0				
PD							AGCT1531	nbl_v1.1|nbl_v1.0				
PD							AHEP1531	nbl_v1.1|nbl_v1.0				
PD							ALTE03N1	nbl_v1.1|nbl_v1.0				
PD							ALTE05N1	nbl_v1.1|nbl_v1.0				
PD							ALTE15N2	nbl_v1.1|nbl_v1.0				
PD							ALTE1621	nbl_v1.1|nbl_v1.0				
PD							ANBL0032	nbl_v1.1|nbl_v1.0				
PD							ANBL00B1	nbl_v1.1|nbl_v1.0				
PD							ANBL00P1	nbl_v1.1|nbl_v1.0				
PD							ANBL00P2	nbl_v1.1|nbl_v1.0				
PD							ANBL00P3	nbl_v1.1|nbl_v1.0				
PD							ANBL02P1	nbl_v1.1|nbl_v1.0				
PD							ANBL0321	nbl_v1.1|nbl_v1.0				
PD							ANBL0322	nbl_v1.1|nbl_v1.0				
PD							ANBL0421	nbl_v1.1|nbl_v1.0				
PD							ANBL0531	nbl_v1.1|nbl_v1.0				
PD							ANBL0532	nbl_v1.1|nbl_v1.0				
PD							ANBL0621	nbl_v1.1|nbl_v1.0				
PD							ANBL0931	nbl_v1.1|nbl_v1.0				
PD							ANBL09P1	nbl_v1.1|nbl_v1.0				
PD							ANBL1021	nbl_v1.1|nbl_v1.0				
PD							ANBL1221	nbl_v1.1|nbl_v1.0				
PD							ANBL1232	nbl_v1.1|nbl_v1.0				
PD							ANBL12P1	nbl_v1.1|nbl_v1.0				
PD							ANBL1531	nbl_v1.1|nbl_v1.0				
PD							ANBL17P1	nbl_v1.1|nbl_v1.0				
PD							ANBL1821	nbl_v1.1|nbl_v1.0				
PD							ANBL19P1	nbl_v1.1|nbl_v1.0				
PD							ANUR0631	nbl_v1.1|nbl_v1.0				
PD							ANUR1131	nbl_v1.1|nbl_v1.0				
PD							AOST06B1	nbl_v1.1|nbl_v1.0				
PD							APEC14B1	nbl_v1.1|nbl_v1.0				
PD							APEC1621E	nbl_v1.1|nbl_v1.0				
PD							APEC1621F	nbl_v1.1|nbl_v1.0				
PD							APEC1621H	nbl_v1.1|nbl_v1.0				
PD							APEC1621I	nbl_v1.1|nbl_v1.0				
PD							APEC1621SC	nbl_v1.1|nbl_v1.0				
PD							AREN0321	nbl_v1.1|nbl_v1.0				
PD							AREN03B2	nbl_v1.1|nbl_v1.0				
PD							AS942	nbl_v1.1|nbl_v1.0				
PD							AS972	nbl_v1.1|nbl_v1.0				
PD							AS9801	nbl_v1.1|nbl_v1.0				
PD							B003	nbl_v1.1|nbl_v1.0				
PD							B903	nbl_v1.1|nbl_v1.0				
PD							B904	nbl_v1.1|nbl_v1.0				
PD							B925	nbl_v1.1|nbl_v1.0				
PD							B947	nbl_v1.1|nbl_v1.0				
PD							B953	nbl_v1.1|nbl_v1.0				
PD							B954	nbl_v1.1|nbl_v1.0				
PD							B973	nbl_v1.1|nbl_v1.0				
PD							D9501	nbl_v1.1|nbl_v1.0				
PD							D9602	nbl_v1.1|nbl_v1.0				
PD							E04	nbl_v1.1|nbl_v1.0				
PD							E15	nbl_v1.1|nbl_v1.0				
PD							E18	nbl_v1.1|nbl_v1.0				
PD							ENSG5	nbl_v1.1|nbl_v1.0				
PD							I03	nbl_v1.1|nbl_v1.0				
PD							LNESG1	nbl_v1.1|nbl_v1.0				
PD							N891	nbl_v1.1|nbl_v1.0				
PD							NB2004-HR	nbl_v1.1|nbl_v1.0				
PD							NB2005	nbl_v1.1|nbl_v1.0				
PD							NB2008	nbl_v1.1|nbl_v1.0				
PD							NB2012	nbl_v1.1|nbl_v1.0				
PD							NB84	nbl_v1.1|nbl_v1.0				
PD							NB8814	nbl_v1.1|nbl_v1.0				
PD							NB91	nbl_v1.1|nbl_v1.0				
PD							NB97	nbl_v1.1|nbl_v1.0				
PD							P9462	nbl_v1.1|nbl_v1.0				
PD							P9480	nbl_v1.1|nbl_v1.0				
PD							P9485	nbl_v1.1|nbl_v1.0				
PD							P9641	nbl_v1.1|nbl_v1.0				
PD							P9761	nbl_v1.1|nbl_v1.0				
PD							P9772	nbl_v1.1|nbl_v1.0				
PD							P9851	nbl_v1.1|nbl_v1.0				
PD							P9963	nbl_v1.1|nbl_v1.0				
PD							P9972	nbl_v1.1|nbl_v1.0				
PD							PEPN2011	nbl_v1.1|nbl_v1.0				
PD							PEPN2111	nbl_v1.1|nbl_v1.0				
PD							POG-8844	nbl_v1.1|nbl_v1.0				
PD							R9702	nbl_v1.1|nbl_v1.0				
PD							S31	nbl_v1.1|nbl_v1.0				
PD							S901	nbl_v1.1|nbl_v1.0				
PD							S912	nbl_v1.1|nbl_v1.0				
PD							S921	nbl_v1.1|nbl_v1.0				
PD							SIOPEN HR-NBL1	nbl_v1.1|nbl_v1.0				
PD							SIOPEN-EUNB	nbl_v1.1|nbl_v1.0				
PD							X0942	nbl_v1.1|nbl_v1.0				
PD							AOST0331/EURAMOS1	os_v1.2|os_v1.1|os_v1.0	The identifier AOST0331/EURAMOS1 assigned to a study in an OS clinical trial.	ncit:C180361		
PD							Sarcome13/OS2016	os_v1.2|os_v1.1|os_v1.0	The identifier Sarcome13/OS2016 assigned to a study in an OS clinical trial.	ncit:C180370		
PD							OS2006	os_v1.2|os_v1.1|os_v1.0	The identifier OS2006 assigned to a study in an OS clinical trial.	ncit:C180367		
PD							REGOBONE	os_v1.2|os_v1.1|os_v1.0	The identifier REGOBONE assigned to a study in an OS clinical trial.	ncit:C180369		
PD							P9754	os_v1.2|os_v1.1|os_v1.0	The identifier P9754 assigned to a study in an OS clinical trial.	ncit:C180368		
PD							INT133	os_v1.2|os_v1.1|os_v1.0	The identifier INT133 assigned to a study in an OS clinical trial.	ncit:C180366		
PD							AOST0221	os_v1.2|os_v1.1|os_v1.0	The identifier AOST0221 assigned to a study in an OS clinical trial.	ncit:C180360		
PD							AOST0121	os_v1.2|os_v1.1|os_v1.0	The identifier AOST0121 assigned to a study in an OS clinical trial.	ncit:C180358		
PD							AOST01P1	os_v1.2|os_v1.1|os_v1.0	The identifier AOST01P1 assigned to a study in an OS clinical trial.	ncit:C180359		
PD							AOST1321	os_v1.2|os_v1.1|os_v1.0	The identifier AOST1321 assigned to a study in an OS clinical trial.	ncit:C180362		
PD							AOST1421	os_v1.2|os_v1.1|os_v1.0	The identifier AOST1421 assigned to a study in an OS clinical trial.	ncit:C180363		
PD							CCG-7942	os_v1.2|os_v1.1|os_v1.0	The identifier CCG-7942 assigned to a study in an OS clinical trial.	ncit:C180365		
PD							CCG-782	os_v1.2|os_v1.1|os_v1.0	The identifier CCG-782 assigned to a study in an OS clinical trial.	ncit:C180364		
PD							OS2 Trial (2011-2018)	os_v1.2				
VD	AGE_AT_ENROLLMENT	Number	n/a	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0|ews_v1.2|ews_v1.1|ews_v1.0|gct_v1.2|gct_v1.1|gct_v1.0|hl_v1.0|os_v1.2|os_v1.1|os_v1.0	Age of subject (in days) when the subject enrolled in the study.	ncit:C168843	_undefined_	_undefined_	_undefined_	_undefined_		
VD	TREATMENT_ARM	Code	n/a	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0|ews_v1.2|ews_v1.1|ews_v1.0|gct_v1.2|gct_v1.1|gct_v1.0|hl_v1.0|nbl_v1.1|nbl_v1.0|nrsts_v1.0|os_v1.2|os_v1.1|os_v1.0|rms_v1.0	A specific treatment plan within a clinical trial that describes the activities a subject will be involved in as he or she progresses through the study.	ncit:C15538	_undefined_	_undefined_	_undefined_	_undefined_		
PD								aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0				
PD							3W-VDC-MESNA+IFO-GCSF/AEWS0031	ews_v1.2|ews_v1.1|ews_v1.0	The treatment arm 3W-VDC-MESNA+IFO-GCSF of EWS study AEWS0031.	ncit:C174975		
PD							2W-VDC-MESNA+IFO-GCSF/AEWS0031	ews_v1.2|ews_v1.1|ews_v1.0	The treatment arm 2W-VDC-MESNA+IFO-GCSF of EWS study AEWS0031.	ncit:C174976		
PD							VDC/IE/AEWS1221	ews_v1.2|ews_v1.1|ews_v1.0	The treatment arm VDC/IE of EWS study AEWS1221.	ncit:C174977		
PD							VDC/IE+Ganitumab/AEWS1221	ews_v1.2|ews_v1.1|ews_v1.0	The treatment arm VDC/IE+Ganitumab of EWS study AEWS1221.	ncit:C174978		
PD							VIDE-Surgery-R1-VAI-VAC/VAI/AEWS0331	ews_v1.2|ews_v1.1|ews_v1.0	The treatment arm VIDE-Surgery-R1-VAI-VAC/VAI of EWS study AEWS0331.	ncit:C174979		
PD							VIDE-Surgery-R2-VAI-VAI/BuMel/AEWS0331	ews_v1.2|ews_v1.1|ews_v1.0	The treatment arm VIDE-Surgery-R2-VAI-VAI/BuMel of EWS study AEWS0331.	ncit:C174980		
PD							VIDE-Surgery-R3-VAI-MEME/TreoMel/BuMel/P2/AEWS0331	ews_v1.2|ews_v1.1|ews_v1.0	The treatment arm VIDE-Surgery-R3-VAI-MEME/TreoMel/BuMel/P2 of EWS study AEWS0331.	ncit:C174981		
PD							VIDEC/AEWS1031	ews_v1.2|ews_v1.1|ews_v1.0	The treatment arm VIDEC of EWS study AEWS1031.	ncit:C174982		
PD							VIDEC+Topotecan/AEWS1031	ews_v1.2|ews_v1.1|ews_v1.0	The treatment arm VIDEC+Topotecan of EWS study AEWS1031.	ncit:C174983		
PD							SR/VAIA/EICESS92	ews_v1.2|ews_v1.1|ews_v1.0	The treatment arm SR/VAIA of EWS study EICESS92.	ncit:C174984		
PD							SR/VACA/EICESS92	ews_v1.2|ews_v1.1|ews_v1.0	The treatment arm SR/VACA of EWS study EICESS92.	ncit:C174985		
PD							HR/VAIA/EICESS92	ews_v1.2|ews_v1.1|ews_v1.0	The treatment arm HR/VAIA of EWS study EICESS92.	ncit:C174986		
PD							HR/EVAIA/EICESS92	ews_v1.2|ews_v1.1|ews_v1.0	The treatment arm HR/EVAIA of EWS study EICESS92.	ncit:C174987		
PD							VAIA-VACA/AEWS07P1	ews_v1.2|ews_v1.1|ews_v1.0	The treatment arm VAIA-VACA of EWS study AEWS07P1.	ncit:C174988		
PD							VAIA-VAIA/AEWS07P1	ews_v1.2|ews_v1.1|ews_v1.0	The treatment arm VAIA-VAIA of EWS study AEWS07P1.	ncit:C174989		
PD							EVAIA-EVAIA/AEWS07P1	ews_v1.2|ews_v1.1|ews_v1.0	The treatment arm EVAIA-EVAIA of EWS study AEWS07P1.	ncit:C174990		
PD							TBD	hl_v1.0|rms_v1.0				
PD							Arm A	nbl_v1.1|nbl_v1.0				
PD							Arm B	nbl_v1.1|nbl_v1.0				
PD							Arm C	nbl_v1.1|nbl_v1.0				
PD							Arm D	nbl_v1.1|nbl_v1.0				
PD							Arm E	nbl_v1.1|nbl_v1.0				
PD							Regimen A	nbl_v1.1|nbl_v1.0				
PD							Regimen B	nbl_v1.1|nbl_v1.0				
PD							Assigned to Regimen B	nbl_v1.1|nbl_v1.0				
PD							Randomized to Regimen B	nbl_v1.1|nbl_v1.0				
PD							Baseline Treatment with 2 cycles	nbl_v1.1|nbl_v1.0				
PD							Baseline Treatment with 4 cycles	nbl_v1.1|nbl_v1.0				
PD							Baseline Treatment with 8 cycles	nbl_v1.1|nbl_v1.0				
PD							Randomized conventional chemotherapy	nbl_v1.1|nbl_v1.0				
PD							Non-randomized conventional chemotherapy	nbl_v1.1|nbl_v1.0				
PD							Randomized to Single HSCT	nbl_v1.1|nbl_v1.0				
PD							Non-randomly assigned Single HSCT	nbl_v1.1|nbl_v1.0				
PD							Randomized to Tandem HSCT	nbl_v1.1|nbl_v1.0				
PD							Randomized ablative chemotherapy with BMT	nbl_v1.1|nbl_v1.0				
PD							Not Randomized	nbl_v1.1|nbl_v1.0				
PD							R0	nbl_v1.1|nbl_v1.0				
PD							R1	nbl_v1.1|nbl_v1.0				
PD							R2	nbl_v1.1|nbl_v1.0				
PD							R3	nbl_v1.1|nbl_v1.0				
PD							cisRA	nbl_v1.1|nbl_v1.0				
PD							No cisRA	nbl_v1.1|nbl_v1.0				
PD							RA only	nbl_v1.1|nbl_v1.0				
PD							RA+anti-GD2	nbl_v1.1|nbl_v1.0				
PD							Purged	nbl_v1.1|nbl_v1.0				
PD							Unpurged	nbl_v1.1|nbl_v1.0				
PD							MAP-GR	os_v1.2|os_v1.1|os_v1.0	A control arm for patients receiving a regimen of methotrexate, doxorubicin and cisplatin (MAP) after good response to the MAP regimen pre-operatively.	ncit:C186769		
PD							MAP-IFN-GR	os_v1.2|os_v1.1|os_v1.0	An experimental treatment arm for patients receiving a regimen of methotrexate, doxorubicin and cisplatin (MAP) plus interferon (IFN) post-operatively after good response to the MAP regimen pre-operatively.	ncit:C186770		
PD							MAP-PR	os_v1.2|os_v1.1|os_v1.0	A control arm for patients receiving a regimen of methotrexate, doxorubicin and cisplatin (MAP) after poor response to the MAP regimen pre-operatively.	ncit:C186771		
PD							MAP-IE-PR	os_v1.2|os_v1.1|os_v1.0	An experimental treatment arm for patients receiving a regimen of methotrexate, doxorubicin and cisplatin (MAP) plus a regimen of ifosfamide and etoposide (IE) post-operatively after poor response to the MAP regimen pre-operatively.	ncit:C186772		
PD							MAP-NR	os_v1.2|os_v1.1|os_v1.0	A control arm for patients receiving a regimen of methotrexate, doxorubicin and cisplatin (MAP) with no response.	ncit:C186773		
PD							MAP	os_v1.2|os_v1.1|os_v1.0	A regimen consisting of cisplatin, doxorubicin, and methotrexate that can be used in the treatment of osteosarcoma.	ncit:C67339		
PD							POSTOP-CHEMO	os_v1.2|os_v1.1|os_v1.0	A treatment arm for patients receiving postoperative chemotherapy.	ncit:C186775		
PD							POSTOP-CHEMO-MIF	os_v1.2|os_v1.1|os_v1.0	A treatment arm for patients receiving mifepristone as part of the postoperative chemotherapy.	ncit:C1867763		
PD							CHEMO-ZOL	os_v1.2|os_v1.1|os_v1.0	A treatment arm for patients receiving chemotherapy in combination with zoledronic acid.	ncit:C186777		
PD							CHEMO	os_v1.2|os_v1.1|os_v1.0	The use of synthetic or naturally-occurring chemicals for the treatment of diseases.	ncit:C15632		
PD							REG-ACTIVE	os_v1.2|os_v1.1|os_v1.0	An experimental treatment arm for patients receiving regorafenib as the active drug.	ncit:C186778		
PD							REG-PLACEBO	os_v1.2|os_v1.1|os_v1.0	A control arm for patients receiving placebo instead of the experimental drug regorafenib.	ncit:C186779		
PD							DOX	os_v1.2|os_v1.1|os_v1.0	The hydrochloride salt of doxorubicin, an anthracycline antibiotic with antineoplastic activity. Doxorubicin, isolated from the bacterium Streptomyces peucetius var. caesius, is the hydroxylated congener of daunorubicin. Doxorubicin intercalates between base pairs in the DNA helix, thereby preventing DNA replication and ultimately inhibiting protein synthesis. Additionally, doxorubicin inhibits topoisomerase II which results in an increased and stabilized cleavable enzyme-DNA linked complex during DNA replication and subsequently prevents the ligation of the nucleotide strand after double-strand breakage. Doxorubicin also forms oxygen free radicals resulting in cytotoxicity secondary to lipid peroxidation of cell membrane lipids; the formation of oxygen free radicals also contributes to the toxicity of the anthracycline antibiotics, namely the cardiac and cutaneous vascular effects.	ncit:C1326		
PD							DOX-IFOS	os_v1.2|os_v1.1|os_v1.0	A regimen consisting of doxorubicin and ifosfamide used for the treatment of unresectable soft tissue sarcoma.	ncit:C63686		
VD	ENROLLED_STATUS	Code	n/a	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0	Enrollment Status	ncit:C168298|ncit:C168928	_undefined_	_undefined_	_undefined_	_undefined_		
PD							Enrolled	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0	The study subject is enrolled.	ncit:C142715		
PD							Not Enrolled	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0	The study subject is not enrolled.	ncit:C168929		
VD	EFS_CENSOR_STATUS	Code	n/a	ews_v1.2|ews_v1.1|gct_v1.2|os_v1.2|os_v1.1	The status of individuals in a study when their outcome (event occurrence or time to event) is censored or not censored at the time of analysis or data collection. Censoring occurs when an individual has not experienced the event of interest by the end of the study period or at the time of data analysis, often because they were lost to follow-up, withdrew from the study, or the study ended before the event could occur. In event-free survival analysis, these censored individuals are included in the analysis up to the point of censoring and are essential for estimating survival probabilities and analyzing the time to events.	ncit:	_undefined_	_undefined_	_undefined_	_undefined_		
PD							Censored	ews_v1.2|ews_v1.1|gct_v1.2|os_v1.2|os_v1.1	The status of a participant or subject in a study whose event or outcome of interest has not yet occurred or has not been observed within the study's follow-up period. Censoring occurs when the event of interest has not happened to a participant by the end of the study or when they are lost to follow-up before the event occurs.	ncit:C118962|ncit:ncit:C118962		
PD							Not Censored	ews_v1.2|ews_v1.1|gct_v1.2|os_v1.2|os_v1.1	The patient has experienced the event of interest within the study period and has reached the endpoint being evaluated, such as disease progression, relapse, recurrence, or death, and their time to event can be accurately recorded and analyzed.	ncit:		
PD							Unknown	ews_v1.2|ews_v1.1|gct_v1.2|os_v1.2|os_v1.1	Reported as unknown by the data contributor.	ncit:C17998|ncit:ncit:C17998		
PD							Not Reported	ews_v1.2|ews_v1.1|gct_v1.2|os_v1.2|os_v1.1	Not provided or available.	ncit:C43234|ncit:ncit:C43234		
VD	AGE_AT_CENSOR_STATUS	Number	n/a	ews_v1.2|ews_v1.1|gct_v1.2|nbl_v1.1|nbl_v1.0|os_v1.2|os_v1.1	The age (in days) of the subject at the time of the event censor status.	ncit:	_undefined_	_undefined_	_undefined_	_undefined_		
VD	YEAR_AT_ENROLLMENT	Number	n/a	gct_v1.2|gct_v1.1|gct_v1.0	The year at which a subject enrolled in a study.	ncit:C177353	_undefined_	_undefined_	_undefined_	_undefined_		
VD	STUDY_PHASE	Code	n/a	hl_v1.0	Clinical trials are broken into three or four phases: Phase I tests a new drug or treatment for safety in a small group; Phase II expands the study to a larger group of people; Phase III expands the study to an even larger group of people to measure whether the treatment actually benefits patients, and whether its benefits exceed its risks; and Phase IV takes place after the drug or treatment has been licensed and marketed.	ncit:C48281	_undefined_	_undefined_	_undefined_	_undefined_		
