INFO	Title	PCDC Data Model										
INFO	Name	pcdc_v2.0										
INFO	Release Notes	https://github.com/chicagopcdc/d4cg-modeling/tree/main/pcdc/pcdc/pcdc_v2.0										
INFO	Used By	aml_v2.0, gct_v2.0, hl_v2.0, nbl_v2.0, nrsts_v2.0, rms_v2.0										
INFO	License	Creative Commons Attribution-NonCommercial 4.0 International License (https://creativecommons.org/licenses/by-nc/4.0/)										
INFO	D4CG Data Modeling Wiki	https://docs.pedscommons.org/										
INFO	Description	Each disease group in the PCDC network uses a disease-specific data dictionary as the target schema for their data harmonization efforts. The PCDC data model is the full collection these consensus data elements.										
INFO	Total Variables	409										
												
RowType	VariableName	DataType	Tier	VariableSource	VariableDescription	VariableCode	PermissibleValue	ValueSource	ValueDescription	ValueCode	ImplementationNotes	Mappings
PD							E18	nbl_v2.0				
PD							ENSG5	nbl_v2.0				
PD							I03	nbl_v2.0				
PD							LNESG1	nbl_v2.0				
PD							N891	nbl_v2.0				
PD							NB2004-HR	nbl_v2.0				
PD							NB2005	nbl_v2.0				
PD							NB2008	nbl_v2.0				
PD							NB2012	nbl_v2.0				
PD							NB84	nbl_v2.0				
PD							NB8814	nbl_v2.0				
PD							NB91	nbl_v2.0				
PD							NB97	nbl_v2.0				
PD							P9462	nbl_v2.0				
PD							P9480	nbl_v2.0				
PD							P9485	nbl_v2.0				
PD							P9641	nbl_v2.0				
PD							P9761	nbl_v2.0				
PD							P9772	nbl_v2.0				
PD							P9851	nbl_v2.0				
PD							P9963	nbl_v2.0				
PD							P9972	nbl_v2.0				
PD							PEPN2011	nbl_v2.0				
PD							PEPN2111	nbl_v2.0				
PD							POG-8844	nbl_v2.0				
PD							R9702	nbl_v2.0				
PD							S31	nbl_v2.0				
PD							S901	nbl_v2.0				
PD							S912	nbl_v2.0				
PD							S921	nbl_v2.0				
PD							SIOPEN HR-NBL1	nbl_v2.0				
PD							SIOPEN-EUNB	nbl_v2.0				
PD							X0942	nbl_v2.0				
PD							ARST0331	rms_v2.0	Vincristine, Dactinomycin, and Lower Doses of Cyclophosphamide With or Without Radiation Therapy for Patients With Newly Diagnosed Low-Risk Embryonal/Botryoid/Spindle Cell Rhabdomyosarcoma. This non-randomized phase III trial is studying how well combination chemotherapy and radiation therapy work in treating patients with newly diagnosed low-risk rhabdomyosarcoma. (ClinicalTrials.gov Identifier: NCT00075582)			
PD							ARST0431	rms_v2.0	Intensive Multi-Agent Therapy, Including Dose-Compressed Cycles of Ifosfamide/Etoposide (IE) and Vincristine/Doxorubicin/Cyclophosphamide (VDC) for Patients With High-Risk Rhabdomyosarcoma. This phase III trial is studying how well giving high-dose combination chemotherapy together with radiation therapy works in treating patients with newly diagnosed metastatic rhabdomyosarcoma or ectomesenchymoma. (ClinicalTrials.gov Identifier: NCT00354744)			
PD							ARST0531	rms_v2.0	Randomized Study of Vincristine, Dactinomycin and Cyclophosphamide (VAC) Versus VAC Alternating With Vincristine and Irinotecan (VI) for Patients With Intermediate-Risk Rhabdomyosarcoma (RMS). This randomized phase III trial is studying two different combination chemotherapy regimens to compare how well they work when given together with radiation therapy in treating patients with newly diagnosed rhabdomyosarcoma. (ClinicalTrials.gov Identifier: NCT00354835)			
PD							ARST08P1	rms_v2.0	A Pilot Study to Evaluate Novel Agents (Temozolomide and Cixutumumab [IMC-A12, Anti-IGF-IR Monoclonal Antibody NSC # 742460]) in Combination With Intensive Multi-agent Interval Compressed Therapy for Patients With High-Risk Rhabdomyosarcoma. This randomized pilot clinical trial is studying the side effects and how well giving temozolomide and cixutumumab together with combination chemotherapy works in treating patients with metastatic rhabdomyosarcoma. (ClinicalTrials.gov Identifier: NCT01055314)			
PD							D9802	rms_v2.0	Rhabdomyosarcoma: Review of the Children’s Oncology Group (COG) Soft-Tissue Sarcoma Committee Experience and Rationale for Current COG Studies. (Malempati S, Hawkins DS. Rhabdomyosarcoma: review of the Children's Oncology Group (COG) Soft-Tissue Sarcoma Committee experience and rationale for current COG studies. Pediatr Blood Cancer. 2012;59(1):5-10. doi:10.1002/pbc.24118)			
PD							D9803	rms_v2.0	Vincristine, Actinomycin, and Cyclophosphamide Compared With Vincristine, Actinomycin, and Cyclophosphamide Alternating With Vincristine, Topotecan, and Cyclophosphamide for Intermediate-Risk Rhabdomyosarcoma: Children's Oncology Group Study D9803. The purpose of this randomized study was to compare the outcome of patients with intermediate-risk rhabdomyosarcoma (RMS) treated with standard VAC (vincristine, dactinomycin, and cyclophosphamide) chemotherapy to that of patients treated with VAC alternating with vincristine, topotecan, and cyclophosphamide (VAC/VTC). (DOI: 10.1200/JCO.2009.22.3768 Journal of Clinical Oncology 27, no. 31 (November 01, 2009) 5182-5188.)			
PD							RMS2005	rms_v2.0	A Protocol For Nonmetastatic Rhabdomyosarcoma [RMS-2005]. This randomized phase III trial is studying different combination chemotherapy regimens to compare how well they work in treating young patients with nonmetastatic rhabdomyosarcoma. (ClinicalTrials.gov Identifier: NCT00379457)			
PD							MTS2008	rms_v2.0	Metastatic Rhabdomyosarcoma: Results of the European Paediatric Soft Tissue Sarcoma Study Group MTS 2008 Study and Pooled Analysis With the Concurrent BERNIE Study. This study presents the results of the MTS 2008 study with a pooled analysis including patients from the concurrent BERNIE study. (Schoot RA, Chisholm JC, Casanova M, et al. Metastatic Rhabdomyosarcoma: Results of the European Paediatric Soft Tissue Sarcoma Study Group MTS 2008 Study and Pooled Analysis With the Concurrent BERNIE Study. J Clin Oncol. 2022;40(32):3730-3740. doi:10.1200/JCO.21.02981)			
PD							ICG RMS96	rms_v2.0	Localized vaginal/uterine rhabdomyosarcoma—results of a pooled analysis from four international cooperative groups. The purpose of this study is to explore the impact of radiation therapy on local failure rate and OS when used as part of primary treatment, and to assess the use of intracavitary brachytherapy between the different cooperative groups. (Minard-Colin V, Walterhouse D, Bisogno G, et al. Localized vaginal/uterine rhabdomyosarcoma-results of a pooled analysis from four international cooperative groups. Pediatr Blood Cancer. 2018;65(9):e27096. doi:10.1002/pbc.27096)			
PD							RMS 4.99	rms_v2.0	Sequential high-dose chemotherapy for children with metastatic rhabdomyosarcoma. The RMS4.99 study was designed to explore the role of multiple sequential high-dose chemotherapy cycles administered early in the treatment of children with metastatic rhabdomyosarcoma. (Bisogno, Gianni & Ferrari, Andrea & Prete, Arcangelo & Messina, Chiara & Basso, Eleonora & Cecchetto, Giovanni & Indolfi, Paolo & Scarzello, Giovanni & D'Angelo, Paolo & De Sio, Luigi & Di Cataldo, Andrea & Carli, Modesto. (2009). Sequential high-dose chemotherapy for children with metastatic rhabdomyosarcoma. European journal of cancer (Oxford, England : 1990). 45. 3035-41. 10.1016/j.ejca.2009.08.019)			
PD							CWS-IV-2002	rms_v2.0	Pediatric Patients with Stage IV Rhabdomyosarcoma Significantly Benefit from Long-Term Maintenance Therapy: Results of the CWS-IV 2002 and the CWS DOK IV 2004-Trials. Report prognostic factors and outcome of patients receiving multimodal treatment for RMS followed by either LTMT, HDCT, or alloHSCT. In addition, we compared the prognosis of patients who received either O-TIE or CYC/VBL as LTMT. The treatment decisions are based on the choice of the treating attending physicians. (Tramsen L, Bochennek K, Sparber-Sauer M, et al. Pediatric Patients with Stage IV Rhabdomyosarcoma Significantly Benefit from Long-Term Maintenance Therapy: Results of the CWS-IV 2002 and the CWS DOK IV 2004-Trials. Cancers (Basel). 2023;15(7):2050. Published 2023 Mar 30. doi:10.3390/cancers15072050)			
PD							CWS2002P	rms_v2.0	Long-Term Clinical Outcome and Prognostic Factors of Children and Adolescents with Localized Rhabdomyosarcoma Treated on the CWS-2002P Protocol.  This trial reports the results of the prospective, non-randomized, historically controlled CWS-2002P study in patients ≤ 21 years with localized RMS developed with the aim to improve the long-term outcome by adapting the burden of therapy to risk profile and to investigate the feasibility and relation to the outcome of maintenance therapy (MT) in the high-risk groups. (Koscielniak E, Blank B, Vokuhl C, et al. Long-Term Clinical Outcome and Prognostic Factors of Children and Adolescents with Localized Rhabdomyosarcoma Treated on the CWS-2002P Protocol. Cancers (Basel). 2022;14(4):899. Published 2022 Feb 11. doi:10.3390/cancers14040899)			
PD							CWS91	rms_v2.0	Cooperative trial CWS-91 for localized soft tissue sarcoma in children, adolescents, and young adults. The purpose of this trial is to improve risk-adapted therapy for localized childhood soft tissue sarcoma within an international multicenter setting. (Dantonello TM, Int-Veen C, Harms D, et al. Cooperative trial CWS-91 for localized soft tissue sarcoma in children, adolescents, and young adults. J Clin Oncol. 2009;27(9):1446-1455. doi:10.1200/JCO.2007.15.0466)			
PD							CWS96	rms_v2.0	Treatment of children with metastatic soft tissue sarcoma with oral maintenance compared to high dose chemotherapy: report of the HD CWS-96 trial. This trial studies the efficacy of high dose therapy (HDT) versus an oral maintenance treatment (OMT) in patients with stage IV soft tissue sarcoma (STS). (Klingebiel T, Boos J, Beske F, et al. Treatment of children with metastatic soft tissue sarcoma with oral maintenance compared to high dose chemotherapy: report of the HD CWS-96 trial. Pediatr Blood Cancer. 2008;50(4):739-745. doi:10.1002/pbc.21494)			
PD							MMT95	rms_v2.0	MMT 95 Study For Rhabdomyosarcoma and Other Malignant Soft Tissue Tumors of Childhood. This randomized phase III trial is studying surgery followed by different regimens of combination chemotherapy given together with radiation therapy and/or additional surgery to compare how well they work in treating patients with soft tissue sarcoma. (ClinicalTrials.gov Identifier: NCT00002898)			
VD	TREATMENT_ARM	Enum	n/a	aml_v2.0 | gct_v2.0 | hl_v2.0 | nbl_v2.0 | nrsts_v2.0 | rms_v2.0	Assigned Treatment Arm by Intention-To-Treat	ncit:C15538	_undefined_	_undefined_	_undefined_	_undefined_		
PD							AAML1031:Arm A HR	aml_v2.0	Patients randomized with the following course sequence for high risk (HR) group: 1) Induction I: Patients receive cytarabine intrathecally (IT) on day 1 and ADE chemotherapy comprising cytarabine intravenously (IV) over 1-30 minutes on days 1-10; daunorubicin hydrochloride IV over 1-15 minutes on days 1, 3, and 5; and etoposide IV over 1-2 hours on days 1-5, 2) Induction II: Patients with low risk (LR) receive cytarabine IT and ADE chemotherapy as in Induction I. Patients with high risk (HR) receive cytarabine IT on day 1 and MA chemotherapy comprising high-dose cytarabine IV over 1-3 hours on days 1-4, and mitoxantrone IV over 15-30 minutes on days 3-6. Patients who achieve complete remission (CR) proceed to Intensification I (beginning on day 37). Patients with refractory disease are off protocol therapy, 3) Intensification I: Patients receive cytarabine IT on day 1 and AE chemotherapy comprising high-dose cytarabine IV over 1-3 hours, and etoposide IV over 1-2 hours on days 1-5. Patients who achieve CR proceed to Intensification II or stem cell transplantation (SCT) beginning on day 34. Patients with refractory disease are off protocol therapy, 4) Intensification II: Patients with LR receive cytarabine IT on day 1 and MA chemotherapy as in Induction II. Patients with HR and no donor for SCT receive high-dose cytarabine IV over 3 hours on days 1, 2, 8, and 9 and asparaginase intramuscularly (IM) on days 2 and 9, 5) Stem Cell Transplantation (SCT): high risk patients with matched family [MFD] or unrelated donor; Conditioning Regimen: Patients receive fludarabine phosphate IV over 30 minutes once daily on days -5 to -2 and busulfan IV over 2 hours 4 times daily on days -5 to -2; Transplantation: Patients undergo allogeneic SCT within 36 to 48 hours after the last dose of busulfan; GVHD Prophylaxis: Patients receive tacrolimus IV continuously or PO beginning on day -2 and continuing until day 98 (matched sibling donor) or day 180 (with taper) (other related/unrelated donors or cord blood) and methotrexate IV on days 1, 3, and 6 (matched sibling/cord blood donors) or days 1, 3, 6, and 11 (other related/unrelated donors). Patients with unrelated donors also receive antithymocyte globulin IV over 6-8 hours on days -3 to -1.			
PD							AAML1031:Arm A LR	aml_v2.0	Patients randomized with the following course sequence for low risk (LR) group: 1) Induction I: Patients receive cytarabine intrathecally (IT) on day 1 and ADE chemotherapy comprising cytarabine intravenously (IV) over 1-30 minutes on days 1-10; daunorubicin hydrochloride IV over 1-15 minutes on days 1, 3, and 5; and etoposide IV over 1-2 hours on days 1-5, 2) Induction II: Patients with low risk (LR) receive cytarabine IT and ADE chemotherapy as in Induction I. Patients with high risk (HR) receive cytarabine IT on day 1 and MA chemotherapy comprising high-dose cytarabine IV over 1-3 hours on days 1-4, and mitoxantrone IV over 15-30 minutes on days 3-6. Patients who achieve complete remission (CR) proceed to Intensification I (beginning on day 37). Patients with refractory disease are off protocol therapy, 3) Intensification I: Patients receive cytarabine IT on day 1 and AE chemotherapy comprising high-dose cytarabine IV over 1-3 hours, and etoposide IV over 1-2 hours on days 1-5. Patients who achieve CR proceed to Intensification II or stem cell transplantation (SCT) beginning on day 34. Patients with refractory disease are off protocol therapy, 4) Intensification II: Patients with LR receive cytarabine IT on day 1 and MA chemotherapy as in Induction II. Patients with HR and no donor for SCT receive high-dose cytarabine IV over 3 hours on days 1, 2, 8, and 9 and asparaginase intramuscularly (IM) on days 2 and 9.			
PD							AAML1031:Arm B HR	aml_v2.0	Patients randomized with the following course sequence gor high risk (HR) group: 1) Induction I: Patients receive cytarabine IT and ADE chemotherapy as in Induction I, Arm A. Patients also receive bortezomib IV over 3-5 seconds on days 1, 4, and 8, 2) Induction II: Patients with LR receive cytarabine IT, ADE chemotherapy, and bortezomib as in Induction I. Patients with HR receive cytarabine IT and MA chemotherapy as in Induction II, Arm A (HR patients) and bortezomib IV on days 1, 4, and 8, 3) Intensification I: Patients receive cytarabine IT and AE chemotherapy in Arm A, Intensification II, and bortezomib IV on days 1, 4, and 8. Patients who achieve CR proceed to Intensification II or stem cell transplantation (SCT) beginning on day 34. Patients with refractory disease are off protocol therapy, 4) Intensification II: Patients with LR receive cytarabine IT on day 1, MA chemotherapy as in Arm A, Induction II (HR patients), and bortezomib IV on days 1, 4, and 8. Patients with HR and no donor for SCT receive high-dose cytarabine IV over 3 hours on days 1, 2, 8, and 9 and asparaginase intramuscularly (IM) on days 2 and 9, 5) Stem Cell Transplantation (SCT): high risk (HR) patients with matched family [MFD] or unrelated donor); Conditioning Regimen: Patients receive fludarabine phosphate IV over 30 minutes once daily on days -5 to -2 and busulfan IV over 2 hours 4 times daily on days -5 to -2; Transplatation: Patients undergo allogeneic SCT within 36 to 48 hours after the last dose of busulfan; GVHD Prophylaxis: Patients receive tacrolimus IV continuously or PO beginning on day -2 and continuing until day 98 (matched sibling donor) or day 180 (with taper) (other related/unrelated donors or cord blood) and methotrexate IV on days 1, 3, and 6 (matched sibling/cord blood donors) or days 1, 3, 6, and 11 (other related/unrelated donors). Patients with unrelated donors also receive antithymocyte globulin IV over 6-8 hours on days -3 to -1.			
PD							AAML1031:Arm B LR	aml_v2.0	Patients randomized with the following course sequence for low risk (LR) group: 1) Induction I: Patients receive cytarabine IT and ADE chemotherapy as in Induction I, Arm A. Patients also receive bortezomib IV over 3-5 seconds on days 1, 4, and 8, 2) Induction II: Patients with LR receive cytarabine IT, ADE chemotherapy, and bortezomib as in Induction I. Patients with HR receive cytarabine IT and MA chemotherapy as in Induction II, Arm A (HR patients) and bortezomib IV on days 1, 4, and 8, 3) Intensification I: Patients receive cytarabine IT and AE chemotherapy in Arm A, Intensification II, and bortezomib IV on days 1, 4, and 8. Patients who achieve CR proceed to Intensification II or stem cell transplantation (SCT) beginning on day 34. Patients with refractory disease are off protocol therapy, 4) Intensification II: Patients with LR receive cytarabine IT on day 1, MA chemotherapy as in Arm A, Induction II (HR patients), and bortezomib IV on days 1, 4, and 8. Patients with HR and no donor for SCT receive high-dose cytarabine IV over 3 hours on days 1, 2, 8, and 9 and asparaginase intramuscularly (IM) on days 2 and 9.			
PD							AAML1031:Arm C	aml_v2.0	Patients randomized with the following course sequence: 1) In Cohort 1 HR: Induction I: Patients receive cytarabine IT on day 1, cytarabine IV over 1-30 minutes on days 1-8, daunorubicin hydrochloride IV over 1-15 minutes on days 1, 3, and 5, etoposide IV over 1-2 hours on days 1-5, and sorafenib tosylate PO on days 9-36; In Cohort 2 HR: Induction I: Patients receive cytarabine IT and ADE chemotherapy as in Arm A, Induction I and sorafenib tosylate PO at the time of known HR FLT3/ITD+ (including in Induction I and concurrently with chemotherapy); In Cohort 3 HR: Induction I: Patients receive cytarabine IT and ADE chemotherapy as in Arm A, Induction I and sorafenib tosylate PO on days 11-28, 2) Intensification I: Patients receive cytarabine IT and AE chemotherapy in Arm A, Intensification II, and sorafenib tosylate PO on daily on days 6-28, 3) Intensification II: Patients receive cytarabine IT on day 1, MA chemotherapy as in Arm A, Induction II (high risk patients), and sorafenib tosylate PO on days 7-34, 4) Stem Cell Transplantation (SCT): high risk (HR) patients with matched family [MFD] or unrelated donor); Conditioning Regimen: Patients receive fludarabine phosphate IV over 30 minutes once daily on days -5 to -2 and busulfan IV over 2 hours 4 times daily on days -5 to -2; Transplantation: Patients undergo allogeneic SCT within 36 to 48 hours after the last dose of busulfan; GVHD Prophylaxis: Patients receive tacrolimus IV continuously or PO beginning on day -2 and continuing until day 98 (matched sibling donor) or day 180 (with taper) (other related/unrelated donors or cord blood) and methotrexate IV on days 1, 3, and 6 (matched sibling/cord blood donors) or days 1, 3, 6, and 11 (other related/unrelated donors). Patients with unrelated donors also receive antithymocyte globulin IV over 6-8 hours on days -3 to -1; Maintenance: Patients receive sorafenib tosylate PO starting on day 40-100 after completion of intensification II or SCT for one year.			
